Subject Id,Visit,BodyWeighID,Study Identifier,Domain Abbreviation,Project Unique Identifier,Cohort,Subject Identification,Test Short Name,Test Name,Result or Findings as Collected,Unit of the Original Result,Standardized Result in Character Format,Standardized Result in Numeric Format,Unit of the Standardized Result,Completion Status,Reason Not Done,Baseline Flag,Fasting Status,Exclusion Flag,Reason for Exclusion,Unscheduled Flag,Planned Study Day of Collection,Date/Time Animal Weighed,Study Day Animal Weighed,Nominal Study Day for Tabulations,Label for Nominal Study Day
N150a009,BW,N150a001_20,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,33.0,g,33,33.0,g,,,Y,,,,,,2011-12-26,20.0,20.0,Week 1
N150a009,BW,N150a001_27,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,34.0,g,34,34.0,g,,,,,,,,,2012-01-02,27.0,27.0,Week 2
N150a009,BW,N150a001_34,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,35.0,g,35,35.0,g,,,,,,,,,2012-01-09,34.0,34.0,Week 3
N150a009,BW,N150a001_41,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,30.0,g,30,30.0,g,,,,,,,,,2012-01-16,41.0,41.0,Week 4
N150a009,BW,N150a001_48,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,30.0,g,30,30.0,g,,,,,,,,,2012-01-23,48.0,48.0,Week 5
N150a009,BW,N150a001_55,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-01-30,55.0,55.0,Week 6
N150a009,BW,N150a001_62,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-02-06,62.0,62.0,Week 7
N150a009,BW,N150a001_69,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-02-13,69.0,69.0,Week 8
N150a009,BW,N150a001_76,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,34.0,g,34,34.0,g,,,,,,,,,2012-02-20,76.0,76.0,Week 9
N150a009,BW,N150a001_83,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,34.0,g,34,34.0,g,,,,,,,,,2012-02-27,83.0,83.0,Week 10
N150a009,BW,N150a001_90,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,35.0,g,35,35.0,g,,,,,,,,,2012-03-05,90.0,90.0,Week 11
N150a009,BW,N150a001_97,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,35.0,g,35,35.0,g,,,,,,,,,2012-03-12,97.0,97.0,Week 12
N150a009,BW,N150a001_104,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-03-19,104.0,104.0,Week 13
N150a009,BW,N150a001_111,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,32.0,g,32,32.0,g,,,,,,,,,2012-03-26,111.0,111.0,Week 14
N150a009,BW,N150a001_118,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,31.0,g,31,31.0,g,,,,,,,,,2012-04-02,118.0,118.0,Week 15
N150a009,BW,N150a001_126,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,27.0,g,27,27.0,g,,,,,,,,,2012-04-10,126.0,126.0,Week 16
N150a009,BW,N150a001_133,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,28.0,g,28,28.0,g,,,,,,,,,2012-04-17,133.0,133.0,Week 17
N150a009,BW,N150a001_139,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,26.0,g,26,26.0,g,,,,,,,,,2012-04-23,139.0,139.0,Week 18
N150a009,BW,N150a001_146,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,25.0,g,25,25.0,g,,,,,,,,,2012-04-30,146.0,146.0,Week 19
N150a009,BW,N150a001_153,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,27.0,g,27,27.0,g,,,,,,,,,2012-05-07,153.0,153.0,Week 20
N150a009,BW,N150a001_160,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,29.0,g,29,29.0,g,,,,,,,,,2012-05-14,160.0,160.0,Week 21
N150a009,BW,N150a001_167,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,27.0,g,27,27.0,g,,,,,,,,,2012-05-21,167.0,167.0,Week 22
N150a009,BW,N150a001_176,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,27.0,g,27,27.0,g,,,,,,,,,2012-05-30,176.0,176.0,Week 23
N150a009,BW,N150a001_181,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,26.0,g,26,26.0,g,,,,,,,,,2012-06-04,181.0,181.0,Week 24
N150a009,BW,N150a001_188,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,26.0,g,26,26.0,g,,,,,,,,,2012-06-11,188.0,188.0,Week 25
N150a009,BW,N150a001_195,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,27.0,g,27,27.0,g,,,,,,,,,2012-06-18,195.0,195.0,Week 26
N150a009,BW,N150a001_202,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,28.0,g,28,28.0,g,,,,,,,,,2012-06-25,202.0,202.0,Week 27
N150a009,BW,N150a002_20,"Xeno Nimo Hypox,FaDu",BW,N150,a,9,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-07-02,209.0,209.0,Week 28
N150a011,BW,N150a002_27,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,44.0,g,44,44.0,g,,,Y,,,,,,2011-12-19,13.0,13.0,Week 1
N150a011,BW,N150a002_34,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,39.0,g,39,39.0,g,,,,,,,,,2011-12-26,20.0,20.0,Week 2
N150a011,BW,N150a002_41,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,41.0,g,41,41.0,g,,,,,,,,,2012-01-02,27.0,27.0,Week 3
N150a011,BW,N150a002_48,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,35.0,g,35,35.0,g,,,,,,,,,2012-01-09,34.0,34.0,Week 4
N150a011,BW,N150a002_55,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,35.0,g,35,35.0,g,,,,,,,,,2012-01-16,41.0,41.0,Week 5
N150a011,BW,N150a002_62,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,34.0,g,34,34.0,g,,,,,,,,,2012-01-23,48.0,48.0,Week 6
N150a011,BW,N150a002_69,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,34.0,g,34,34.0,g,,,,,,,,,2012-01-30,55.0,55.0,Week 7
N150a011,BW,N150a002_76,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,36.0,g,36,36.0,g,,,,,,,,,2012-02-06,62.0,62.0,Week 8
N150a011,BW,N150a002_83,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,39.0,g,39,39.0,g,,,,,,,,,2012-02-13,69.0,69.0,Week 9
N150a011,BW,N150a002_90,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,39.0,g,39,39.0,g,,,,,,,,,2012-02-20,76.0,76.0,Week 10
N150a011,BW,N150a002_97,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,38.0,g,38,38.0,g,,,,,,,,,2012-02-27,83.0,83.0,Week 11
N150a011,BW,N150a002_104,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,39.0,g,39,39.0,g,,,,,,,,,2012-03-05,90.0,90.0,Week 12
N150a011,BW,N150a002_111,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,35.0,g,35,35.0,g,,,,,,,,,2012-03-12,97.0,97.0,Week 13
N150a011,BW,N150a002_118,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,37.0,g,37,37.0,g,,,,,,,,,2012-03-19,104.0,104.0,Week 14
N150a011,BW,N150a002_126,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,34.0,g,34,34.0,g,,,,,,,,,2012-03-26,111.0,111.0,Week 15
N150a011,BW,N150a002_133,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,35.0,g,35,35.0,g,,,,,,,,,2012-04-02,118.0,118.0,Week 16
N150a011,BW,N150a002_139,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-04-10,126.0,126.0,Week 17
N150a011,BW,N150a002_146,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,32.0,g,32,32.0,g,,,,,,,,,2012-04-17,133.0,133.0,Week 18
N150a011,BW,N150a002_153,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,31.0,g,31,31.0,g,,,,,,,,,2012-04-23,139.0,139.0,Week 19
N150a011,BW,N150a003_20,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,35.0,g,35,35.0,g,,,,,,,,,2012-04-30,146.0,146.0,Week 20
N150a011,BW,N150a003_27,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,34.0,g,34,34.0,g,,,,,,,,,2012-05-07,153.0,153.0,Week 21
N150a011,BW,N150a003_34,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-05-14,160.0,160.0,Week 22
N150a011,BW,N150a003_41,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-05-21,167.0,167.0,Week 23
N150a011,BW,N150a003_48,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-05-30,176.0,176.0,Week 24
N150a011,BW,N150a003_55,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,31.0,g,31,31.0,g,,,,,,,,,2012-06-04,181.0,181.0,Week 25
N150a011,BW,N150a003_62,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,29.0,g,29,29.0,g,,,,,,,,,2012-06-11,188.0,188.0,Week 26
N150a011,BW,N150a003_69,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,28.0,g,28,28.0,g,,,,,,,,,2012-06-18,195.0,195.0,Week 27
N150a011,BW,N150a003_76,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,26.0,g,26,26.0,g,,,,,,,,,2012-06-25,202.0,202.0,Week 28
N150a011,BW,N150a003_83,"Xeno Nimo Hypox,FaDu",BW,N150,a,11,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-07-02,209.0,209.0,Week 29
N150a012,BW,N150a003_90,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,38.0,g,38,38.0,g,,,Y,,,,,,2011-12-26,20.0,20.0,Week 1
N150a012,BW,N150a003_97,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,40.0,g,40,40.0,g,,,,,,,,,2012-01-02,27.0,27.0,Week 2
N150a012,BW,N150a003_104,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,40.0,g,40,40.0,g,,,,,,,,,2012-01-09,34.0,34.0,Week 3
N150a012,BW,N150a003_111,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,36.0,g,36,36.0,g,,,,,,,,,2012-01-16,41.0,41.0,Week 4
N150a012,BW,N150a003_118,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,36.0,g,36,36.0,g,,,,,,,,,2012-01-23,48.0,48.0,Week 5
N150a012,BW,N150a003_126,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,37.0,g,37,37.0,g,,,,,,,,,2012-01-30,55.0,55.0,Week 6
N150a012,BW,N150a003_133,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,39.0,g,39,39.0,g,,,,,,,,,2012-02-06,62.0,62.0,Week 7
N150a012,BW,N150a003_139,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,42.0,g,42,42.0,g,,,,,,,,,2012-02-13,69.0,69.0,Week 8
N150a012,BW,N150a003_146,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,42.0,g,42,42.0,g,,,,,,,,,2012-02-20,76.0,76.0,Week 9
N150a012,BW,N150a003_153,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,39.0,g,39,39.0,g,,,,,,,,,2012-02-27,83.0,83.0,Week 10
N150a012,BW,N150a003_160,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,41.0,g,41,41.0,g,,,,,,,,,2012-03-05,90.0,90.0,Week 11
N150a012,BW,N150a003_167,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,38.0,g,38,38.0,g,,,,,,,,,2012-03-12,97.0,97.0,Week 12
N150a012,BW,N150a003_176,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,38.0,g,38,38.0,g,,,,,,,,,2012-03-19,104.0,104.0,Week 13
N150a012,BW,N150a003_181,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,42.0,g,42,42.0,g,,,,,,,,,2012-03-26,111.0,111.0,Week 14
N150a012,BW,N150a003_188,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,43.0,g,43,43.0,g,,,,,,,,,2012-04-02,118.0,118.0,Week 15
N150a012,BW,N150a004_20,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,43.0,g,43,43.0,g,,,,,,,,,2012-04-10,126.0,126.0,Week 16
N150a012,BW,N150a004_27,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,43.0,g,43,43.0,g,,,,,,,,,2012-04-17,133.0,133.0,Week 17
N150a012,BW,N150a004_34,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,42.0,g,42,42.0,g,,,,,,,,,2012-04-23,139.0,139.0,Week 18
N150a012,BW,N150a004_41,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,43.0,g,43,43.0,g,,,,,,,,,2012-04-30,146.0,146.0,Week 19
N150a012,BW,N150a004_48,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,44.0,g,44,44.0,g,,,,,,,,,2012-05-07,153.0,153.0,Week 20
N150a012,BW,N150a004_55,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,44.0,g,44,44.0,g,,,,,,,,,2012-05-14,160.0,160.0,Week 21
N150a012,BW,N150a004_62,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,43.0,g,43,43.0,g,,,,,,,,,2012-05-21,167.0,167.0,Week 22
N150a012,BW,N150a004_69,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,43.0,g,43,43.0,g,,,,,,,,,2012-05-30,176.0,176.0,Week 23
N150a012,BW,N150a004_76,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,41.0,g,41,41.0,g,,,,,,,,,2012-06-04,181.0,181.0,Week 24
N150a012,BW,N150a004_83,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,45.0,g,45,45.0,g,,,,,,,,,2012-06-11,188.0,188.0,Week 25
N150a012,BW,N150a004_90,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,41.0,g,41,41.0,g,,,,,,,,,2012-06-18,195.0,195.0,Week 26
N150a012,BW,N150a004_97,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,43.0,g,43,43.0,g,,,,,,,,,2012-06-25,202.0,202.0,Week 27
N150a012,BW,N150a004_104,"Xeno Nimo Hypox,FaDu",BW,N150,a,12,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-07-02,209.0,209.0,Week 28
N150b057,BW,N150a004_111,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,38.0,g,38,38.0,g,,,Y,,,,,,2012-02-27,27.0,27.0,Week 1
N150b057,BW,N150a004_118,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,34.0,g,34,34.0,g,,,,,,,,,2012-03-05,34.0,34.0,Week 2
N150b057,BW,N150a004_126,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,31.0,g,31,31.0,g,,,,,,,,,2012-03-12,41.0,41.0,Week 3
N150b057,BW,N150a004_133,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,31.0,g,31,31.0,g,,,,,,,,,2012-03-19,48.0,48.0,Week 4
N150b057,BW,N150a004_139,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,32.0,g,32,32.0,g,,,,,,,,,2012-03-26,55.0,55.0,Week 5
N150b057,BW,N150a004_146,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-04-02,62.0,62.0,Week 6
N150b057,BW,N150a004_153,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,31.0,g,31,31.0,g,,,,,,,,,2012-04-09,69.0,69.0,Week 7
N150b057,BW,N150a004_160,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-04-16,76.0,76.0,Week 8
N150b057,BW,N150a004_167,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-04-23,83.0,83.0,Week 9
N150b057,BW,N150a004_176,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,35.0,g,35,35.0,g,,,,,,,,,2012-04-30,90.0,90.0,Week 10
N150b057,BW,N150a004_181,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-05-07,97.0,97.0,Week 11
N150b057,BW,N150a004_188,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,31.0,g,31,31.0,g,,,,,,,,,2012-05-14,104.0,104.0,Week 12
N150b057,BW,N150a004_195,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,29.0,g,29,29.0,g,,,,,,,,,2012-05-21,111.0,111.0,Week 13
N150b057,BW,N150a004_202,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,29.0,g,29,29.0,g,,,,,,,,,2012-05-30,120.0,120.0,Week 14
N150b057,BW,N150a004_209,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,29.0,g,29,29.0,g,,,,,,,,,2012-06-04,125.0,125.0,Week 15
N150b057,BW,N150a027_20,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,27.0,g,27,27.0,g,,,,,,,,,2012-06-11,132.0,132.0,Week 16
N150b057,BW,N150a027_27,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,27.0,g,27,27.0,g,,,,,,,,,2012-06-18,139.0,139.0,Week 17
N150b057,BW,N150a027_34,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,31.0,g,31,31.0,g,,,,,,,,,2012-06-25,146.0,146.0,Week 18
N150b057,BW,N150a027_41,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,30.0,g,30,30.0,g,,,,,,,,,2012-07-02,153.0,153.0,Week 19
N150b057,BW,N150a027_48,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-07-12,163.0,163.0,Week 20
N150b057,BW,N150a027_55,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-07-19,170.0,170.0,Week 21
N150b057,BW,N150a027_62,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-07-26,177.0,177.0,Week 22
N150b057,BW,N150a027_69,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,25.0,g,25,25.0,g,,,,,,,,,2012-08-02,184.0,184.0,Week 23
N150b057,BW,N150a027_76,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-08-09,191.0,191.0,Week 24
N150b057,BW,N150a027_83,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-08-16,198.0,198.0,Week 25
N150b057,BW,N150a027_90,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-08-23,205.0,205.0,Week 26
N150b057,BW,N150a027_97,"Xeno Nimo Hypox,FaDu",BW,N150,b,57,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-08-30,212.0,212.0,Week 27
N150b059,BW,N150a027_104,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,44.0,g,44,44.0,g,,,Y,,,,,,2012-02-27,27.0,27.0,Week 1
N150b059,BW,N150a027_111,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,42.0,g,42,42.0,g,,,,,,,,,2012-03-05,34.0,34.0,Week 2
N150b059,BW,N150a027_118,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,42.0,g,42,42.0,g,,,,,,,,,2012-03-12,41.0,41.0,Week 3
N150b059,BW,N150a028_34,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,42.0,g,42,42.0,g,,,,,,,,,2012-03-19,48.0,48.0,Week 4
N150b059,BW,N150a028_41,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,40.0,g,40,40.0,g,,,,,,,,,2012-03-26,55.0,55.0,Week 5
N150b059,BW,N150a028_48,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,38.0,g,38,38.0,g,,,,,,,,,2012-04-02,62.0,62.0,Week 6
