Subject Id,Visit,BodyWeighID,Study Identifier,Domain Abbreviation,Project Unique Identifier,Cohort,Subject Identification,Test Short Name,Test Name,Result or Findings as Collected,Unit of the Original Result,Standardized Result in Character Format,Standardized Result in Numeric Format,Unit of the Standardized Result,Completion Status,Reason Not Done,Baseline Flag,Fasting Status,Exclusion Flag,Reason for Exclusion,Unscheduled Flag,Planned Study Day of Collection,Date/Time Animal Weighed,Study Day Animal Weighed,Nominal Study Day for Tabulations,Label for Nominal Study Day
N150b059,BW,N150a028_55,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,37.0,g,37,37.0,g,,,,,,,,,2012-04-09,69.0,69.0,Week 7
N150b059,BW,N150a028_62,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,40.0,g,40,40.0,g,,,,,,,,,2012-04-16,76.0,76.0,Week 8
N150b059,BW,N150a028_69,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,41.0,g,41,41.0,g,,,,,,,,,2012-04-23,83.0,83.0,Week 9
N150b059,BW,N150a028_76,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,41.0,g,41,41.0,g,,,,,,,,,2012-04-30,90.0,90.0,Week 10
N150b059,BW,N150a028_83,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,39.0,g,39,39.0,g,,,,,,,,,2012-05-07,97.0,97.0,Week 11
N150b059,BW,N150a028_90,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,36.0,g,36,36.0,g,,,,,,,,,2012-05-14,104.0,104.0,Week 12
N150b059,BW,N150a028_97,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,35.0,g,35,35.0,g,,,,,,,,,2012-05-21,111.0,111.0,Week 13
N150b059,BW,N150a028_104,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,34.0,g,34,34.0,g,,,,,,,,,2012-05-30,120.0,120.0,Week 14
N150b059,BW,N150a028_111,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,34.0,g,34,34.0,g,,,,,,,,,2012-06-04,125.0,125.0,Week 15
N150b059,BW,N150a028_118,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,31.0,g,31,31.0,g,,,,,,,,,2012-06-11,132.0,132.0,Week 16
N150b059,BW,N150a028_126,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,29.0,g,29,29.0,g,,,,,,,,,2012-06-18,139.0,139.0,Week 17
N150b059,BW,N150a028_133,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,30.0,g,30,30.0,g,,,,,,,,,2012-06-25,146.0,146.0,Week 18
N150b059,BW,N150a028_139,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,30.0,g,30,30.0,g,,,,,,,,,2012-07-02,153.0,153.0,Week 19
N150b059,BW,N150a028_146,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-07-12,163.0,163.0,Week 20
N150b059,BW,N150a028_153,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-07-19,170.0,170.0,Week 21
N150b059,BW,N150a028_160,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-07-26,177.0,177.0,Week 22
N150b059,BW,N150a028_167,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,25.0,g,25,25.0,g,,,,,,,,,2012-08-02,184.0,184.0,Week 23
N150b059,BW,N150a028_176,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-08-09,191.0,191.0,Week 24
N150b059,BW,N150a028_181,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-08-16,198.0,198.0,Week 25
N150b059,BW,N150a028_188,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-08-23,205.0,205.0,Week 26
N150b059,BW,N150a028_195,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-08-30,212.0,212.0,Week 27
N150b059,BW,N150a028_202,"Xeno Nimo Hypox,FaDu",BW,N150,b,59,BW,Body Weight,22.0,g,22,22.0,g,,,,,,,,,2012-09-06,219.0,219.0,Week 28
N150b081,BW,N150a028_209,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,35.0,g,35,35.0,g,,,Y,,,,,,2012-03-12,41.0,41.0,Week 1
N150b081,BW,N150a029_27,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,34.0,g,34,34.0,g,,,,,,,,,2012-03-19,48.0,48.0,Week 2
N150b081,BW,N150a029_34,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-03-26,55.0,55.0,Week 3
N150b081,BW,N150a029_41,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,34.0,g,34,34.0,g,,,,,,,,,2012-04-02,62.0,62.0,Week 4
N150b081,BW,N150a029_48,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,34.0,g,34,34.0,g,,,,,,,,,2012-04-09,69.0,69.0,Week 5
N150b081,BW,N150a029_55,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-04-16,76.0,76.0,Week 6
N150b081,BW,N150a029_62,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-04-23,83.0,83.0,Week 7
N150b081,BW,N150a029_69,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,36.0,g,36,36.0,g,,,,,,,,,2012-04-30,90.0,90.0,Week 8
N150b081,BW,N150a029_76,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,36.0,g,36,36.0,g,,,,,,,,,2012-05-07,97.0,97.0,Week 9
N150b081,BW,N150a029_83,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,36.0,g,36,36.0,g,,,,,,,,,2012-05-14,104.0,104.0,Week 10
N150b081,BW,N150a029_90,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,36.0,g,36,36.0,g,,,,,,,,,2012-05-21,111.0,111.0,Week 11
N150b081,BW,N150a029_97,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,37.0,g,37,37.0,g,,,,,,,,,2012-05-30,120.0,120.0,Week 12
N150b081,BW,N150a029_104,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,36.0,g,36,36.0,g,,,,,,,,,2012-06-04,125.0,125.0,Week 13
N150b081,BW,N150a029_111,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,35.0,g,35,35.0,g,,,,,,,,,2012-06-11,132.0,132.0,Week 14
N150b081,BW,N150a029_118,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,38.0,g,38,38.0,g,,,,,,,,,2012-06-18,139.0,139.0,Week 15
N150b081,BW,N150a030_20,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,38.0,g,38,38.0,g,,,,,,,,,2012-06-25,146.0,146.0,Week 16
N150b081,BW,N150a030_27,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,38.0,g,38,38.0,g,,,,,,,,,2012-07-02,153.0,153.0,Week 17
N150b081,BW,N150a030_34,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-07-12,163.0,163.0,Week 18
N150b081,BW,N150a030_41,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-07-19,170.0,170.0,Week 19
N150b081,BW,N150a030_48,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-07-26,177.0,177.0,Week 20
N150b081,BW,N150a030_55,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,35.0,g,35,35.0,g,,,,,,,,,2012-08-02,184.0,184.0,Week 21
N150b081,BW,N150a030_62,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-08-09,191.0,191.0,Week 22
N150b081,BW,N150a030_69,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-08-16,198.0,198.0,Week 23
N150b081,BW,N150a030_76,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-08-23,205.0,205.0,Week 24
N150b081,BW,N150a030_83,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-08-30,212.0,212.0,Week 25
N150b081,BW,N150a030_90,"Xeno Nimo Hypox,FaDu",BW,N150,b,81,BW,Body Weight,35.0,g,35,35.0,g,,,,,,,,,2012-09-06,219.0,219.0,Week 26
N150b082,BW,N150a030_97,"Xeno Nimo Hypox,FaDu",BW,N150,b,82,BW,Body Weight,37.0,g,37,37.0,g,,,Y,,,,,,2012-03-05,34.0,34.0,Week 1
N150b082,BW,N150a030_104,"Xeno Nimo Hypox,FaDu",BW,N150,b,82,BW,Body Weight,37.0,g,37,37.0,g,,,,,,,,,2012-03-12,41.0,41.0,Week 2
N150b082,BW,N150b053_27,"Xeno Nimo Hypox,FaDu",BW,N150,b,82,BW,Body Weight,36.0,g,36,36.0,g,,,,,,,,,2012-03-19,48.0,48.0,Week 3
N150b082,BW,N150b053_34,"Xeno Nimo Hypox,FaDu",BW,N150,b,82,BW,Body Weight,36.0,g,36,36.0,g,,,,,,,,,2012-03-26,55.0,55.0,Week 4
N150b082,BW,N150b053_41,"Xeno Nimo Hypox,FaDu",BW,N150,b,82,BW,Body Weight,35.0,g,35,35.0,g,,,,,,,,,2012-04-02,62.0,62.0,Week 5
N150b082,BW,N150b053_48,"Xeno Nimo Hypox,FaDu",BW,N150,b,82,BW,Body Weight,37.0,g,37,37.0,g,,,,,,,,,2012-04-09,69.0,69.0,Week 6
N150b082,BW,N150b053_55,"Xeno Nimo Hypox,FaDu",BW,N150,b,82,BW,Body Weight,34.0,g,34,34.0,g,,,,,,,,,2012-04-16,76.0,76.0,Week 7
N150b082,BW,N150b053_58,"Xeno Nimo Hypox,FaDu",BW,N150,b,82,BW,Body Weight,37.0,g,37,37.0,g,,,,,,,,,2012-04-23,83.0,83.0,Week 8
N150b082,BW,N150b053_62,"Xeno Nimo Hypox,FaDu",BW,N150,b,82,BW,Body Weight,38.0,g,38,38.0,g,,,,,,,,,2012-04-30,90.0,90.0,Week 9
N150b082,BW,N150b053_69,"Xeno Nimo Hypox,FaDu",BW,N150,b,82,BW,Body Weight,38.0,g,38,38.0,g,,,,,,,,,2012-05-07,97.0,97.0,Week 10
N150b082,BW,N150b053_76,"Xeno Nimo Hypox,FaDu",BW,N150,b,82,BW,Body Weight,38.0,g,38,38.0,g,,,,,,,,,2012-05-14,104.0,104.0,Week 11
N150b082,BW,N150b053_83,"Xeno Nimo Hypox,FaDu",BW,N150,b,82,BW,Body Weight,38.0,g,38,38.0,g,,,,,,,,,2012-05-21,111.0,111.0,Week 12
N150b082,BW,N150b053_90,"Xeno Nimo Hypox,FaDu",BW,N150,b,82,BW,Body Weight,38.0,g,38,38.0,g,,,,,,,,,2012-05-30,120.0,120.0,Week 13
N150b082,BW,N150b053_97,"Xeno Nimo Hypox,FaDu",BW,N150,b,82,BW,Body Weight,37.0,g,37,37.0,g,,,,,,,,,2012-06-04,125.0,125.0,Week 14
N150b082,BW,N150b053_104,"Xeno Nimo Hypox,FaDu",BW,N150,b,82,BW,Body Weight,38.0,g,38,38.0,g,,,,,,,,,2012-06-11,132.0,132.0,Week 15
N150b082,BW,N150b053_111,"Xeno Nimo Hypox,FaDu",BW,N150,b,82,BW,Body Weight,38.0,g,38,38.0,g,,,,,,,,,2012-06-18,139.0,139.0,Week 16
N150b082,BW,N150b053_120,"Xeno Nimo Hypox,FaDu",BW,N150,b,82,BW,Body Weight,39.0,g,39,39.0,g,,,,,,,,,2012-06-25,146.0,146.0,Week 17
N150b082,BW,N150b053_125,"Xeno Nimo Hypox,FaDu",BW,N150,b,82,BW,Body Weight,39.0,g,39,39.0,g,,,,,,,,,2012-07-02,153.0,153.0,Week 18
N150b083,BW,N150b053_132,"Xeno Nimo Hypox,FaDu",BW,N150,b,83,BW,Body Weight,34.0,g,34,34.0,g,,,Y,,,,,,2012-02-27,27.0,27.0,Week 1
N150b083,BW,N150b053_139,"Xeno Nimo Hypox,FaDu",BW,N150,b,83,BW,Body Weight,32.0,g,32,32.0,g,,,,,,,,,2012-03-05,34.0,34.0,Week 2
N150b083,BW,N150b053_146,"Xeno Nimo Hypox,FaDu",BW,N150,b,83,BW,Body Weight,31.0,g,31,31.0,g,,,,,,,,,2012-03-12,41.0,41.0,Week 3
N150b083,BW,N150b053_153,"Xeno Nimo Hypox,FaDu",BW,N150,b,83,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-03-19,48.0,48.0,Week 4
N150b083,BW,N150b053_184,"Xeno Nimo Hypox,FaDu",BW,N150,b,83,BW,Body Weight,31.0,g,31,31.0,g,,,,,,,,,2012-03-26,55.0,55.0,Week 5
N150b083,BW,N150b053_219,"Xeno Nimo Hypox,FaDu",BW,N150,b,83,BW,Body Weight,31.0,g,31,31.0,g,,,,,,,,,2012-04-02,62.0,62.0,Week 6
N150b083,BW,N150b056_34,"Xeno Nimo Hypox,FaDu",BW,N150,b,83,BW,Body Weight,32.0,g,32,32.0,g,,,,,,,,,2012-04-09,69.0,69.0,Week 7
N150b083,BW,N150b056_41,"Xeno Nimo Hypox,FaDu",BW,N150,b,83,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-04-16,76.0,76.0,Week 8
N150b083,BW,N150b056_48,"Xeno Nimo Hypox,FaDu",BW,N150,b,83,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-04-23,83.0,83.0,Week 9
N150b083,BW,N150b056_55,"Xeno Nimo Hypox,FaDu",BW,N150,b,83,BW,Body Weight,34.0,g,34,34.0,g,,,,,,,,,2012-04-30,90.0,90.0,Week 10
N150b083,BW,N150b056_62,"Xeno Nimo Hypox,FaDu",BW,N150,b,83,BW,Body Weight,35.0,g,35,35.0,g,,,,,,,,,2012-05-07,97.0,97.0,Week 11
N150b083,BW,N150b056_69,"Xeno Nimo Hypox,FaDu",BW,N150,b,83,BW,Body Weight,36.0,g,36,36.0,g,,,,,,,,,2012-05-14,104.0,104.0,Week 12
N150b083,BW,N150b056_76,"Xeno Nimo Hypox,FaDu",BW,N150,b,83,BW,Body Weight,36.0,g,36,36.0,g,,,,,,,,,2012-05-21,111.0,111.0,Week 13
N150b083,BW,N150b056_83,"Xeno Nimo Hypox,FaDu",BW,N150,b,83,BW,Body Weight,34.0,g,34,34.0,g,,,,,,,,,2012-05-30,120.0,120.0,Week 14
N150b083,BW,N150b056_90,"Xeno Nimo Hypox,FaDu",BW,N150,b,83,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-06-04,125.0,125.0,Week 15
N150b083,BW,N150b056_97,"Xeno Nimo Hypox,FaDu",BW,N150,b,83,BW,Body Weight,35.0,g,35,35.0,g,,,,,,,,,2012-06-11,132.0,132.0,Week 16
N150b083,BW,N150b056_104,"Xeno Nimo Hypox,FaDu",BW,N150,b,83,BW,Body Weight,35.0,g,35,35.0,g,,,,,,,,,2012-06-18,139.0,139.0,Week 17
N150b084,BW,N150b056_111,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,36.0,g,36,36.0,g,,,Y,,,,,,2012-03-19,48.0,48.0,Week 1
N150b084,BW,N150b056_120,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,32.0,g,32,32.0,g,,,,,,,,,2012-03-26,55.0,55.0,Week 2
N150b084,BW,N150b056_125,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,29.0,g,29,29.0,g,,,,,,,,,2012-04-02,62.0,62.0,Week 3
N150b084,BW,N150b056_132,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,30.0,g,30,30.0,g,,,,,,,,,2012-04-09,69.0,69.0,Week 4
N150b084,BW,N150b056_139,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,28.0,g,28,28.0,g,,,,,,,,,2012-04-16,76.0,76.0,Week 5
N150b084,BW,N150b056_146,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,29.0,g,29,29.0,g,,,,,,,,,2012-04-23,83.0,83.0,Week 6
N150b084,BW,N150b056_153,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,29.0,g,29,29.0,g,,,,,,,,,2012-04-30,90.0,90.0,Week 7
N150b084,BW,N150b056_184,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,31.0,g,31,31.0,g,,,,,,,,,2012-05-07,97.0,97.0,Week 8
N150b084,BW,N150b056_219,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,32.0,g,32,32.0,g,,,,,,,,,2012-05-14,104.0,104.0,Week 9
N150b084,BW,N150b058_20,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,31.0,g,31,31.0,g,,,,,,,,,2012-05-21,111.0,111.0,Week 10
N150b084,BW,N150b058_27,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,30.0,g,30,30.0,g,,,,,,,,,2012-05-30,120.0,120.0,Week 11
N150b084,BW,N150b058_34,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,30.0,g,30,30.0,g,,,,,,,,,2012-06-04,125.0,125.0,Week 12
N150b084,BW,N150b058_41,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,30.0,g,30,30.0,g,,,,,,,,,2012-06-11,132.0,132.0,Week 13
N150b084,BW,N150b058_48,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,31.0,g,31,31.0,g,,,,,,,,,2012-06-18,139.0,139.0,Week 14
N150b084,BW,N150b058_55,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-06-25,146.0,146.0,Week 15
N150b084,BW,N150b058_68,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-07-02,153.0,153.0,Week 16
N150b084,BW,N150b058_69,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-07-12,163.0,163.0,Week 17
N150b084,BW,N150b058_76,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-07-19,170.0,170.0,Week 18
N150b084,BW,N150b058_83,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-07-26,177.0,177.0,Week 19
N150b084,BW,N150b058_90,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,28.0,g,28,28.0,g,,,,,,,,,2012-08-02,184.0,184.0,Week 20
N150b084,BW,N150b069_20,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-08-09,191.0,191.0,Week 21
N150b084,BW,N150b069_27,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-08-16,198.0,198.0,Week 22
N150b084,BW,N150b069_34,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-08-23,205.0,205.0,Week 23
N150b084,BW,N150b069_41,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,,g,,,g,NOT DONE,UNKNOWN,,,,,,,2012-08-30,212.0,212.0,Week 24
N150b084,BW,N150b069_48,"Xeno Nimo Hypox,FaDu",BW,N150,b,84,BW,Body Weight,27.0,g,27,27.0,g,,,,,,,,,2012-09-06,219.0,219.0,Week 25
N150b095,BW,N150b069_55,"Xeno Nimo Hypox,FaDu",BW,N150,b,95,BW,Body Weight,37.0,g,37,37.0,g,,,Y,,,,,,2012-02-27,27.0,27.0,Week 1
N150b095,BW,N150b069_62,"Xeno Nimo Hypox,FaDu",BW,N150,b,95,BW,Body Weight,38.0,g,38,38.0,g,,,,,,,,,2012-03-05,34.0,34.0,Week 2
N150b095,BW,N150b069_69,"Xeno Nimo Hypox,FaDu",BW,N150,b,95,BW,Body Weight,34.0,g,34,34.0,g,,,,,,,,,2012-03-12,41.0,41.0,Week 3
N150b095,BW,N150b069_76,"Xeno Nimo Hypox,FaDu",BW,N150,b,95,BW,Body Weight,34.0,g,34,34.0,g,,,,,,,,,2012-03-19,48.0,48.0,Week 4
N150b095,BW,N150b069_83,"Xeno Nimo Hypox,FaDu",BW,N150,b,95,BW,Body Weight,35.0,g,35,35.0,g,,,,,,,,,2012-03-26,55.0,55.0,Week 5
N150b095,BW,N150b069_90,"Xeno Nimo Hypox,FaDu",BW,N150,b,95,BW,Body Weight,33.0,g,33,33.0,g,,,,,,,,,2012-04-02,62.0,62.0,Week 6
N150b095,BW,N150b069_97,"Xeno Nimo Hypox,FaDu",BW,N150,b,95,BW,Body Weight,35.0,g,35,35.0,g,,,,,,,,,2012-04-09,69.0,69.0,Week 7
N150b095,BW,N150b069_104,"Xeno Nimo Hypox,FaDu",BW,N150,b,95,BW,Body Weight,37.0,g,37,37.0,g,,,,,,,,,2012-04-16,76.0,76.0,Week 8
N150b095,BW,N150b069_111,"Xeno Nimo Hypox,FaDu",BW,N150,b,95,BW,Body Weight,39.0,g,39,39.0,g,,,,,,,,,2012-04-23,83.0,83.0,Week 9
N150b095,BW,N150b069_119,"Xeno Nimo Hypox,FaDu",BW,N150,b,95,BW,Body Weight,38.0,g,38,38.0,g,,,,,,,,,2012-04-30,90.0,90.0,Week 10
N150b095,BW,N150b069_125,"Xeno Nimo Hypox,FaDu",BW,N150,b,95,BW,Body Weight,34.0,g,34,34.0,g,,,,,,,,,2012-05-07,97.0,97.0,Week 11
N150b095,BW,N150b069_132,"Xeno Nimo Hypox,FaDu",BW,N150,b,95,BW,Body Weight,38.0,g,38,38.0,g,,,,,,,,,2012-05-14,104.0,104.0,Week 12
N150b096,BW,N150b069_139,"Xeno Nimo Hypox,FaDu",BW,N150,b,96,BW,Body Weight,45.0,g,45,45.0,g,,,Y,,,,,,2012-02-27,27.0,27.0,Week 1
N150b096,BW,N150b070_20,"Xeno Nimo Hypox,FaDu",BW,N150,b,96,BW,Body Weight,43.0,g,43,43.0,g,,,,,,,,,2012-03-05,34.0,34.0,Week 2
